chem_code,chemalpha_cd,chemname
5981,158110,"TRICHODERMA ICC 012 ASPERELLUM"
5982,158111,"TRICHODERMA ICC 080 GAMSII"
5101,158115,"TRICHODERMA POLYSPORUM RIFAI"
844,158116,"TRICLOCARBAN"
2170,158117,"TRICLOPYR, BUTOXYETHYL ESTER"
2131,158120,"TRICLOPYR, TRIETHYLAMINE SALT"
5002,158150,"TRICYCLAZOLE"
2199,158200,"(E)-4-TRIDECEN-1-YL-ACETATE"
2200,158300,"(Z)-4-TRIDECEN-1-YL-ACETATE"
2809,158350,"ALPHA-TRIDECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
5837,158360,"ALPHA-TRIDECYL-OMEGA-HYDROXYPOLY(OXYETHANOL) PHOSPHATE"
3820,158370,"ALPHA-TRIDECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, SODIUM SALT"
5102,158375,"TRIDIPHANE"
1006,158400,"TRIETHANOLAMINE"
1222,158500,"TRIETHANOLAMINE BORATE"
984,158700,"TRIETHANOLAMINE DODECYLBENZENE SULFONATE"
1583,158800,"TRIETHANOLAMINE ESTER OF FISH OIL ACIDS"
1223,158900,"TRIETHANOLAMINE LAURATE-MYRISTATE"
1360,159000,"TRIETHANOLAMINE LAURYL SULFATE"
3483,159025,"TRIETHANOALMINE NONYL PHENYL POLY OXYETHYLENE SULFURIC ACID"
2091,159050,"TRIETHANOLAMINE OLEATE"
3485,159065,"TRIETHANOLAMINE PHOSPHATE"
1982,159100,"TRIETHANOLAMINE SULFONATE"
3486,159120,"TRIETHYLAMINE EDTA"
3487,159180,"TRIETHYLAMINE NITRILO TRIACETATE"
3488,159185,"TRIETHYLAMINE PHOSPHATE"
596,159200,"TRIETHYLENE GLYCOL"
3489,159225,"TRIETHYL PHOSPHATE"
5321,159235,"TRIFLOXYSTROBIN"
5885,159240,"TRIFLOXYSULFURON-SODIUM"
2260,159250,"TRIFLUMIZOLE"
2961,159270,"TRIFLUMURON"
5062,159280,"TRIFLUOROMETHYL-4-NITROPHENOL"
597,159300,"TRIFLURALIN"
3875,159325,"TRIFLUSULFURON-METHYL"
1905,159350,"TRIFORINE"
2127,159360,"3-(TRIHYDROXYSILYL) PROPYL DIMETHYL OCTADECYL AMMONIUM CHLORIDE"
3490,159375,"TRIHYDROXY STEARIN"
797,159400,"2,3,5-TRIIODO BENZOIC ACID, DIMETHYLAMINE SALT"
90797,159500,"2,3,5-TRIIODOBENZOIC ACID, DIMETHYLAMINE SALT, OTHER RELATED"
1021,159600,"TRIISOPROPANOLAMINE"
3492,159607,"2,4,6-TRIISOPROPYL PHENOL"
2962,159620,"TRIMETHACARB"
5064,159625,"TRIMETHOXYBENZENE"
5985,159635,"TRIMETHYLAMINE"
2963,159640,"TRIMETHYLAMINE HYDROCHLORIDE"
5883,159642,"1,2,4-TRIMETHYLBENZENE"
5884,159643,"1,3,5-TRIMETHYLBENZENE"
5892,159644,"TRIMETHYLBENZENES"
3493,159647,"3,3,5-TRIMETHYL CYCLOHEXANOL"
2964,159650,"3,5,5-TRIMETHYL-2-CYCLOHEXEN-1-ONE"
3303,159700,"2,6,8-TRIMETHYL-4-NONANOL"
2197,159750,"ALPHA-2,4,6-TRIMETHYL-4-NONYLOXY-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
1196,159800,"ALPHA-2,6,8-TRIMETHYL-4-NONYLOXY-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
1797,159930,"TRIMETHYLOL ETHANE TRIS-3-MERCAPTOPROPIONATE"
2157,159940,"3,4,4-TRIMETHYL OXAZOLIDINE"
2965,159950,"TRIMETHYL SILOXY STEARATE"
2966,159960,"(TRIMETHYL SILYL) METHYL 2-(4-(3,5-DICHLORO-2-PYRIDINYL) OXY) PHENOXYL PROPANOATE"
2345,159970,"TRINEXAPAC-ETHYL"
2212,159980,"TRIPHENYLTIN FLUORIDE"
1055,160000,"TRIPOTASSIUM PHOSPHATE"
3496,160010,"TRIPROPYLENE GLYCOL"
1105,160050,"TRIS (HYDROXYMETHYL) NITROMETHANE"
1121,160150,"TRISODIUM NITRILO TRIACETATE"
1579,160200,"TRISODIUM PHOSPHATE"
3497,160210,"TRISODIUM SULFOSUCCINATE"
5875,160215,"ALPHA-2,4,6-TRISTYRYLPHENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
3325,160217,"ALPHA-2,4,6-TRISTYRYLPHENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE"
5882,160220,"ALPHA-2,4,6-TRISTYRYLPHENYL-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE, POTASSIUM SALT"
5799,160225,"TRITICONAZOLE"
2967,160250,"TRITOLYL PHOSPHATE"
2968,160300,"TRITON CF-10"
2969,160400,"TRITON X-363"
3499,160410,"TROMETHAMINE"
2970,160450,"TRYCOL NP-4"
2971,160500,"TRYCOL NP-6"
2972,160550,"TRYCOL NP-9"
2973,160600,"TRYFAC 5566"
2974,160650,"TRYFAC 910-K"
602,160700,"TRYSBEN"
90602,160800,"TRYSBEN, OTHER RELATED"
3821,160825,"TUNG OIL"
2975,160850,"TURGASEPT"
605,161000,"TURPENTINE"
963,161100,"TYROTHRICIN"
2976,161150,"UCAR SOLUTION VINYL VAGH"
2977,161200,"UL-94 HF-1 LISTED POLYESTER FOAM"
5980,161210,"ULOCLADIUM OUDEMANSII (U3 STRAIN)"
1872,161250,"UNDECYL BENZENE SULFONIC ACID, TRIETHANOLAMMONIUM SALT"
985,161300,"UNDECYLENIC ACID"
3929,161325,"ALPHA-UNDECYL-OMEGA-HYDROXYPOLY(OXYETHYLENE)"
2312,161400,"UNICONIZOLE-P"
2978,161450,"UNSATURATED FATTY ACIDS"
662,161500,"UREA"
2270,161600,"UREA DIHYDROGEN SULFATE"
5011,161650,"UREA INCLUSION ADDUCT OF POLYOXY(ETHYLENE)/POLYOXY(PROPYLENE) BLOCK COPOLYMER"
2979,161700,"URETHANE ADHESIVE, PARTS A & B"
3500,161750,"URIC ACID"
3544,161800,"VAMIDOTHION"
612,161900,"VANCIDE 30-R"
2980,162000,"VANDOR L3R LAVENDER PERFUME"
5149,162100,"VANILLIN"
5000,162150,"VARIOUS TRICHLOROBENZENES"
1231,162200,"VEGETABLE OIL"
2981,162250,"VEGETABLE OIL MODIFIED PHENOLIC RESIN"
1441,162300,"VEGETABLE WAX"
5954,162320,"(S)-VERBENONE"
2982,162330,"1% VERDE GREEN SOLUTION"
2983,162350,"VERMICULITE"
1987,162400,"VERNOLATE"
2984,162500,"VERSALON 1112"
3822,162525,"VERSAMID RESINS"
2129,162530,"VINCLOZOLIN"
2116,162550,"VINYL ACETATE"
1754,162600,"VINYL POLYMER"
2985,162650,"1-VINYL-2-PYRROLIDINONE"
1533,162700,"VINYL RESIN, SYNTHETIC"
731,162800,"VITAMIN B1 HYDROCHLORIDE"
3501,162850,"VITAMIN C"
3517,162900,"VITAMIN E"
3503,162910,"VITAMIN E ACETATE"
3823,162965,"WALNUT FLOUR"
2986,163000,"WALNUT SHELLS, GROUND"
621,163200,"WARFARIN"
1184,163300,"WARFARIN, SODIUM SALT"
2987,163350,"WATER"
1694,163400,"WEED OIL"
3824,163450,"WHEAT"
1577,163500,"WHEAT FLOUR"
2988,163510,"WHEAT GERM OIL"
3825,163515,"WHEY"
2989,163520,"WICKENOL 535"
2990,163530,"WING STAY V"
2991,163540,"WITAFROL 7420"
2992,163550,"WITCAMINE TAM-45"
3882,163560,"WITCO C-5752"
3884,163570,"WITCONATE P-1020BU"
2993,163580,"WITCONOL 1S-108"
1463,163600,"WOOD POWDER"
3826,163610,"WOOL"
2994,163620,"X-2433 GARNET TONER"
2272,163650,"XANTHAN GUM"
5456,163660,"XANTHINE"
5317,163675,"XANTHOMONAS CAMPESTRIS PV. POANNUA"
622,163700,"XYLENE"
862,163800,"XYLENE RANGE AROMATIC SOLVENT"
1091,163900,"2,4-XYLENE SULFONIC ACID"
638,164000,"2,4-XYLENOL"
3827,164050,"YEAST"
5936,164052,"YEAST EXTRACT HYDROLYSATE FROM SACCHAROMYCES CEREVISIAE"
5817,164055,"YUCCA SCHIDIGERA"
3504,164100,"ZEIN"
2310,164150,"ZINC"
3506,164175,"ZINC ABIETATE"
5760,164180,"ZINC BORATE"
3507,164190,"ZINC CARBONATE"
624,164200,"ZINC CHLORIDE"
3508,164300,"ZINC DODECYL BENZENE SULFONATE"
3509,164400,"ZINC 2-ETHYL HEXOATE"
1019,164500,"ZINC FLUOSILICATE"
3510,164520,"ZINC HYDROXIDE"
1449,164600,"ZINC 2-MERCAPTOBENZOTHIAZOLE"
1111,164700,"ZINC NAPHTHENATE"
666,164800,"ZINC OXIDE"
626,165000,"ZINC PHOSPHIDE"
2128,165050,"ZINC 2-PYRIDINETHIOL-1-OXIDE"
3511,165075,"ZINC STEARATE"
667,165100,"ZINC SULFATE"
2995,165200,"ZINC SULFATE, MONOHYDRATE"
627,165300,"ZINEB"
629,165500,"ZIRAM"
1328,165600,"ZIRAM, CYCLOHEXYLAMINE COMPLEX"
3512,165650,"ZIRCONIUM ACETATE"
3513,165675,"ZIRCONIUM NEODECANOATE"
5769,166000,"ZOXAMIDE"
5937,166300,"ZUCCHINI YELLOW MOZAIC VIRUS - WK"
-1,1000000,"UNKNOWN"
5993,,"N-[5-(1,1-DIMETHYLETHYL)-1,3,4-THIADIAZOL-2-YL]-N-METHYLUREA"
5994,,"2-DIMETHYLETHYL-5-METHYLAMINO-1,3,4-THIADIAZOL"
5997,,"DESMETHYLNORFLURAZON"
5996,,"2-DIMETHYLETHYL-5-AMINO-1,3,4-THIADIAZOLE"
5995,,"N-[5-(1,1-DIMETHYLETHYL)-1,3,4-THIADIAZOL-2-YL-UREA"
